Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2021-01-04,85.6592788696289,87.46363865106508,84.71689827186873,87.3400758073068,37324000
2021-01-05,86.35006713867188,86.68652187444044,85.20124606667888,85.6076753306863,20360000
2021-01-06,85.49799346923828,86.54459001427169,84.16903787338767,84.37547823924433,46588000
2021-01-07,88.05170440673828,88.22439556368579,85.69053939531456,85.69053939531456,41936000
2021-01-08,89.2174072265625,89.29333349352545,87.40062879035135,88.1916567626547,35484000
2021-01-11,87.15597534179688,88.54994580133611,86.9500347222767,88.18470162798775,34796000
2021-01-12,86.22003936767578,87.73211302288776,85.17543429898133,86.6135656079174,29528000
2021-01-13,86.70736694335938,87.16094060271311,85.71833405616691,85.71833405616691,23432000
2021-01-14,85.89698791503906,87.71475825531489,85.65630612320594,86.78775664072327,29212000
2021-01-15,85.73321533203125,86.72571621304921,84.94368675719375,85.80269009081528,31444000
2021-01-19,88.55440521240234,89.51564055637627,85.99176721747224,86.49645306604887,41660000
2021-01-20,93.29856872558594,94.273699131295,90.29327584791857,90.63369841737502,64152000
2021-01-21,93.50101470947266,95.8795424858675,93.26579250719601,93.97245864179769,58634000
2021-01-22,93.91837310791016,94.50543672127229,93.12139349550735,93.86378525576802,32744000
2021-01-25,94.00373840332031,95.37041878796863,92.26090988552441,94.91982096292158,50586000
2021-01-26,94.68211364746094,95.06918843335691,93.10304872949041,93.59234796879997,31462000
2021-01-27,90.26497650146484,93.31840541043215,89.19009786238911,93.04249028584238,82512000
2021-01-28,91.96514129638672,93.69159105835183,90.86346464048778,90.86346464048778,55278000
2021-01-29,90.68281555175781,91.68425159297891,89.40249609555491,91.01331852253465,44530000
2021-02-01,93.94368743896484,95.0587592331075,91.53786168051741,91.53786168051741,40252000
2021-02-02,95.2364273071289,96.73758204200149,94.60370337579502,94.93917374200196,66332000
2021-02-03,102.17202758789062,104.54112860676844,99.922521611961,102.50600624841188,97882000
2021-02-04,101.91148376464844,102.68910130885799,100.99192568967557,102.25835779899022,48596000
2021-02-05,103.65828704833984,104.01112041342323,101.73134861128602,102.20576092112387,29866000
2021-02-08,103.44440460205078,104.95697814818854,102.39384771098673,104.2126024166411,28828000
2021-02-09,102.9913330078125,104.13866240440814,102.72385326200276,102.96205138124002,21892000
2021-02-10,103.54165649414062,104.1570097489229,101.84249703303352,103.37590903343886,25102000
2021-02-11,103.6543197631836,103.91484823820412,102.66727833879833,103.76597915086751,20480000
2021-02-12,103.96595001220703,104.18776945719402,102.9009910253013,103.20867142088254,18990000
2021-02-16,104.74359130859375,106.45267806427309,103.80319453901487,103.80319453901487,31004000
2021-02-17,105.13661193847656,105.3261814870926,103.63446540978451,103.91384859595338,20294000
2021-02-18,104.50091552734375,105.30385447020758,103.88159440474723,104.46072238989566,22546000
2021-02-19,103.65729522705078,105.13463539467114,103.39031525447268,104.59918372977481,37938000
2021-02-22,101.9427490234375,103.23647893744953,101.63210028023519,101.9099993387489,29466000
2021-02-23,102.23355102539062,102.84791239328172,98.76525719424058,99.94435185295079,34658000
2021-02-24,103.40916442871094,103.63297538297377,100.61627147183141,100.74082627734853,22608000
2021-02-25,100.04161071777344,103.36897091511271,99.57215821309238,102.02562057484711,41548000
2021-02-26,100.33737182617188,102.0548939056203,99.30021020364278,100.73635761176493,40042000
2021-03-01,102.70697784423828,103.03301325641854,100.95819013474573,101.63209913010583,26060000
2021-03-02,102.44992065429688,103.95157512845779,102.06235368431534,102.46778343065205,25564000
2021-03-03,99.81632232666016,103.02110427360444,98.95234399009125,101.82812222319419,33892000
2021-03-04,100.93386840820312,102.95161985010066,99.51955162533255,99.98801216184687,49216000
2021-03-05,104.06718444824219,104.52025828320131,100.62866495462481,102.284655349092,53100000
2021-03-08,99.62228393554688,104.89444552557276,99.50764868129858,103.42158052102567,36868000
2021-03-09,101.25296020507812,102.42212772357182,101.01674600755987,101.71894467377746,33920000
2021-03-10,101.04602813720703,102.29707365898807,100.20934752586386,102.29707365898807,27100000
2021-03-11,104.23938751220703,104.7718632506031,102.05142107793417,102.1392583726639,27702000
2021-03-12,101.7313461303711,103.10149446258991,100.85893998678274,103.04194682941647,33818000
2021-03-15,101.95167541503906,101.97896555456512,100.62917132551493,101.48222292330844,26168000
2021-03-16,103.41313171386719,104.89145606968972,102.19235235853246,102.52483922864947,31900000
2021-03-17,103.33026885986328,104.16297408675445,101.43955571786044,102.64792444093051,26382000
2021-03-18,100.30908966064453,102.66181170828624,100.20189786741744,101.64102114164612,31700000
2021-03-19,100.5879898071289,101.08820812478666,99.39549992944659,100.72545519221457,46072000
2021-03-22,100.77308654785156,101.64896832220467,99.94484136557821,100.62123402558689,33536000
2021-03-23,101.30109405517578,102.43155255458386,100.6395958801365,101.23261124865263,28510000
2021-03-24,100.86439514160156,102.60473976614479,100.68921273652307,101.81867923928972,25218000
2021-03-25,100.86093139648438,101.51498617081897,99.05606400581422,100.6917082778307,35616000
2021-03-26,100.47732543945312,101.20482275574092,99.44114815336599,100.82767512282554,27978000
2021-03-29,101.52241516113281,101.69213801960343,99.52054260203612,100.34977968394811,26492000
2021-03-30,101.55616760253906,102.36009090991652,101.04403828817071,101.87922713070152,27312000
2021-03-31,102.35265350341797,103.53075620217572,101.58247178886016,101.94969987021643,42570000
2021-04-01,105.6904296875,105.98669127491928,103.78731339954884,103.82800630103871,39880000
2021-04-05,110.1159896850586,110.61373186270573,106.45614255746916,106.55241526747184,48510000
2021-04-06,109.63462829589844,110.56460573116816,109.26393216477742,109.7170060552788,35240000
2021-04-07,111.11196899414062,111.38341654754359,109.82519037364484,109.82519037364484,24134000
2021-04-08,111.67769622802734,112.73768803911382,111.30947619166977,112.35110546289924,28664000
2021-04-09,112.68209838867188,112.84586194117158,111.0241239862525,111.43006102264019,26146000
2021-04-12,111.38936614990234,111.99826033542475,110.55566149487322,111.86080254119268,25024000
2021-04-13,111.87619018554688,112.32480405880901,111.31145691408278,111.7054829333092,25682000
2021-04-14,111.2548828125,112.52131494179199,110.96259662557597,112.52131494179199,21002000
2021-04-15,113.40563201904297,113.93910731506152,111.71441568076216,112.24937512425728,29174000
